id;time;iter;thr;nproc
576;0.052660;1000;10;1
577;0.062932;1000;10;1
578;0.053770;1000;10;1
579;0.054290;1000;10;1
580;0.049628;1000;10;1
581;0.055260;1000;10;1
582;0.052774;1000;10;1
583;0.100506;1000;1;1
584;0.098336;1000;1;1
585;0.097921;1000;1;1
586;0.098876;1000;1;1
587;0.098342;1000;1;1
588;0.099510;1000;1;1
589;0.098405;1000;1;1
590;0.099046;1000;1;1
591;0.098122;1000;1;1
592;0.095327;1000;1;1
593;0.097334;1000;1;1
594;0.097579;1000;1;1
595;0.098423;1000;1;1
596;0.099420;1000;1;1
597;0.098559;1000;1;1
598;0.099535;1000;1;1
599;0.098925;1000;1;1
600;0.099940;1000;1;1
601;0.100004;1000;1;1
602;0.101648;1000;1;1
603;0.100763;1000;1;1
604;0.096368;1000;1;1
605;0.095683;1000;1;1
606;0.101587;1000;1;1
607;0.103192;1000;1;1
608;0.101821;1000;1;1
609;0.097065;1000;1;1
610;0.094653;1000;1;1
611;0.095409;1000;1;1
612;0.094891;1000;1;1
613;0.098827;1000;1;1
614;0.097961;1000;1;1
615;0.098721;1000;1;1
616;0.099048;1000;1;1
617;0.099156;1000;1;1
618;0.099286;1000;1;1
619;0.099037;1000;1;1
620;0.097705;1000;1;1
621;0.097251;1000;1;1
622;0.094775;1000;1;1
623;0.097988;1000;1;1
624;0.098903;1000;1;1
625;0.098492;1000;1;1
626;0.098838;1000;1;1
627;0.099663;1000;1;1
628;0.099034;1000;1;1
629;0.098749;1000;1;1
630;0.099096;1000;1;1
631;0.097514;1000;1;1
632;0.099533;1000;1;1
633;0.098609;1000;1;1
634;0.095810;1000;1;1
635;0.096174;1000;1;1
636;0.099070;1000;1;1
637;0.098682;1000;1;1
638;0.099822;1000;1;1
639;0.099171;1000;1;1
640;0.104302;1000;1;1
641;0.103170;1000;1;1
642;0.103880;1000;1;1
643;0.103089;1000;1;1
644;0.104271;1000;1;1
645;0.102864;1000;1;1
646;0.103755;1000;1;1
647;0.101915;1000;1;1
648;0.098427;1000;1;1
649;0.095914;1000;1;1
650;0.098800;1000;1;1
651;0.099651;1000;1;1
652;0.097804;1000;1;1
653;0.098360;1000;1;1
654;0.098523;1000;1;1
655;0.100134;1000;1;1
656;0.099584;1000;1;1
657;0.099204;1000;1;1
658;0.099127;1000;1;1
659;0.098701;1000;1;1
660;0.098606;1000;1;1
661;0.098549;1000;1;1
662;0.098834;1000;1;1
663;0.098868;1000;1;1
664;0.094944;1000;1;1
665;0.098597;1000;1;1
666;0.099845;1000;1;1
667;0.098485;1000;1;1
668;0.099094;1000;1;1
669;0.098745;1000;1;1
670;0.099050;1000;1;1
671;0.098348;1000;1;1
672;0.099119;1000;1;1
673;0.098647;1000;1;1
674;0.100668;1000;1;1
675;0.099432;1000;1;1
676;0.095042;1000;1;1
677;0.099225;1000;1;1
